id,name,salary_from,salary_to,salary_currency,area,city,latitude,longitude,employer_url,professional_role
109799989,Менеджер по развитию,,300000,KZT,Алматы,Алматы,43.217404,76.90523,https://hh.ru/employer/2784766,"Менеджер по маркетингу, интернет-маркетолог"
109796311,Администратор ресторана,300000,450000,KZT,Алматы,Алматы,,,https://hh.ru/employer/4246056,Менеджер ресторана
109796250,Фитнес-тренер международного проекта,,200000,RUR,Алматы,Алматы,,,https://hh.ru/employer/9420719,"Фитнес-тренер, инструктор тренажерного зала"
109796012,Старший специалист по вопросам комплаенс,,,,Алматы,Алматы,,,https://hh.ru/employer/31453,Комплаенс-менеджер
109795767,Ведущий специалист по контенту в E-commerce,,,,Алматы,Алматы,,,https://hh.ru/employer/578891,"SMM-менеджер, контент-менеджер"
109795712,Младший медицинский сотрудник,60000,90000,RUR,Алматы,Алматы,55.755864,37.617698,https://hh.ru/employer/4571030,"Медицинская сестра, медицинский брат"
109795641,Медицинская сестра/медицинский брат,180000,200000,KZT,Алматы,Алматы,43.23280715942383,76.87919616699219,https://hh.ru/employer/5318719,"Медицинская сестра, медицинский брат"
109795279,Продавец-консультант,450000,1500000,KZT,Алматы,Алматы,43.236795,76.849588,https://hh.ru/employer/11346035,"Продавец-консультант, продавец-кассир"
109795198,Водитель,,,,Алматы,Алматы,,,https://hh.ru/employer/31453,Водитель
109795118,Личный ассистент,100000,400000,KZT,Алматы,Алматы,43.246206,76.924651,https://hh.ru/employer/9506882,"Секретарь, помощник руководителя, ассистент"
109795106,Воспитатель,200000,270000,KZT,Алматы,Алматы,43.252445,76.875064,https://hh.ru/employer/11567546,"Воспитатель, няня"
109794892,Оператор клининговой компании,200000,300000,KZT,Алматы,Алматы,,,https://hh.ru/employer/2773194,"Уборщица, уборщик"
109794811,Администратор магазина,200000,350000,KZT,Алматы,Алматы,,,https://hh.ru/employer/4834421,Администратор
109794810,Преподаватель в онлайн школу,150000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/9960184,"Учитель, преподаватель, педагог"
109794716,Менеджер по продажам в клининговую компанию,200000,300000,KZT,Алматы,Алматы,,,https://hh.ru/employer/2773194,"Менеджер по продажам, менеджер по работе с клиентами"
109794609,Бариста-кассир,160000,380000,KZT,Алматы,Алматы,43.242969,76.858661,https://hh.ru/employer/6018822,"Официант, бармен, бариста"
109794577,Звукорежиссёр,150000,200000,KZT,Алматы,Алматы,43.19793341081957,76.83997427153139,https://hh.ru/employer/9729751,Другое
109794569,Прораб/Отделочные работы,500000,800000,KZT,Алматы,Алматы,,,https://hh.ru/employer/11032036,"Прораб, мастер СМР"
109794246,Рекрутер на массовый подбор,,325000,KZT,Алматы,Алматы,43.358094,76.861006,https://hh.ru/employer/25870,Специалист по подбору персонала
109200663,Продавец-консультант Yves Rocher в ТРЦ FORUM,180000,,KZT,Алматы,Алматы,43.233787,76.93544,https://hh.ru/employer/2910830,"Продавец-консультант, продавец-кассир"
109793930,Key Account Manager канала E-commerce (КАМ),,,,Алматы,Алматы,43.238509,76.850352,https://hh.ru/employer/25870,"Менеджер по маркетингу, интернет-маркетолог"
109793841,Супервайзер клининговой компании,300000,500000,KZT,Алматы,Алматы,,,https://hh.ru/employer/2773194,Менеджер/руководитель АХО
109792986,Пекарь-кондитер,160000,200000,KZT,Алматы,Алматы,43.2058,76.901385,https://hh.ru/employer/9197464,"Повар, пекарь, кондитер"
109792779,Финансовый директор (CFO),400000,800000,KZT,Алматы,Алматы,43.219256,76.879924,https://hh.ru/employer/9321645,Финансовый директор (CFO)
109792488,Автомеханик,400000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/1649193,"Автослесарь, автомеханик"
109791874,Бухгалтер-Кассир,250000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/1649193,Кассир-операционист
109791539,Бухгалтер на первичную документацию,250000,450000,KZT,Алматы,Алматы,,,https://hh.ru/employer/4974958,Бухгалтер
109789519,UX/UI-дизайнер,200000,350000,KZT,Алматы,Алматы,,,https://hh.ru/employer/2773194,"Дизайнер, художник"
109789516,Руководитель отдела по производству энтомофагов,80000,100000,RUR,Алматы,Алматы,,,https://hh.ru/employer/673538,Начальник производства
109789514,Лаборант по бетону,450000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/9502461,Лаборант
109789352,Упаковщик,170000,190000,KZT,Алматы,Алматы,43.201226,76.873681,https://hh.ru/employer/11567385,"Упаковщик, комплектовщик"
109789328,Стоматолог-имплантолог,350000,1000000,KZT,Алматы,Алматы,43.258374,76.934542,https://hh.ru/employer/6124012,Врач
109240866,Водитель-экспедитор,380000,400000,KZT,Алматы,Алматы,43.362394,76.893722,https://hh.ru/employer/599786,Водитель
107166729,Экспедитор,250000,280000,KZT,Алматы,Алматы,43.362394,76.893722,https://hh.ru/employer/599786,Грузчик
109240881,Упаковщик товаров,220000,240000,KZT,Алматы,Алматы,43.362394,76.893722,https://hh.ru/employer/599786,"Упаковщик, комплектовщик"
109789117,Фитнес-тренер/инструктор тренажерного зала,200000,300000,KZT,Алматы,Алматы,43.214362,76.790874,https://hh.ru/employer/11567376,"Фитнес-тренер, инструктор тренажерного зала"
109788914,Энтомолог / Энтомолог - биолог (научный сотрудник),50000,250000,RUR,Алматы,Алматы,,,https://hh.ru/employer/673538,"Научный специалист, исследователь"
109788738,HR менеджер,600000,700000,KZT,Алматы,Алматы,43.215794,76.928478,https://hh.ru/employer/3740407,Специалист по подбору персонала
108433841,Менеджер по продажам в сегменте B2B,500000,,KZT,Алматы,Алматы,43.23022,76.945106,https://hh.ru/employer/2388121,"Менеджер по продажам, менеджер по работе с клиентами"
109787014,SMM-менеджер в магазин мужской одежды,250000,350000,KZT,Алматы,Алматы,,,https://hh.ru/employer/4531189,"SMM-менеджер, контент-менеджер"
109785602,Главный специалист по привлечению корпоративных клиентов,,,,Алматы,Алматы,43.22597,76.942959,https://hh.ru/employer/123401,Менеджер по работе с партнерами
109785023,Преподаватель по вокалу в Школу Рока,100000,250000,KZT,Алматы,Алматы,43.238096,76.889213,https://hh.ru/employer/5264221,Другое
109784849,Менеджер по продажам,350000,500000,KZT,Алматы,Алматы,,,https://hh.ru/employer/11567272,"Менеджер по продажам, менеджер по работе с клиентами"
109783991,Преподаватель английского языка,150000,350000,KZT,Алматы,Алматы,43.183105,76.780517,https://hh.ru/employer/11524301,"Учитель, преподаватель, педагог"
109783912,Бухгалтер,350000,400000,KZT,Алматы,Алматы,43.254401,76.931784,https://hh.ru/employer/6038956,Бухгалтер
109783381,Менеджер по продажам,250000,500000,KZT,Алматы,Алматы,,,https://hh.ru/employer/11567128,"Менеджер по продажам, менеджер по работе с клиентами"
109783268,Интернет-маркетолог,300000,800000,KZT,Алматы,Алматы,43.234621,76.895896,https://hh.ru/employer/11567064,Маркетолог-аналитик
109783228,Специалист казначейства,,,,Алматы,Алматы,,,https://hh.ru/employer/1740,Казначей
109783009,Account Director,700000,1200000,KZT,Алматы,Алматы,43.248675,76.965327,https://hh.ru/employer/1562966,Директор по маркетингу и PR (CMO)
109782233,"Кладовщик на склад в магазин adidas Originals, FULL TIME, ""Dostyk Plaza""",,,,Алматы,Алматы,,,https://hh.ru/employer/578891,Кладовщик
109782169,Digital project manager,,,,Алматы,Алматы,,,https://hh.ru/employer/2622045,"Менеджер по продажам, менеджер по работе с клиентами"
109780923,Программист Linux,,,,Алматы,Алматы,,,https://hh.ru/employer/9581486,"Программист, разработчик"
109778909,Менеджер по работе с ключевыми клиентами (Онкология),,,,Алматы,Алматы,,,https://hh.ru/employer/2768,Медицинский представитель
109778833,Системный администратор Linux,,,,Алматы,Алматы,,,https://hh.ru/employer/111928,Системный администратор
109778253,Бухгалтер,,,,Алматы,Алматы,,,https://hh.ru/employer/67831,Бухгалтер
108341389,Менеджер по продажам и работе с клиентами,300000,1000000,KZT,Алматы,Алматы,43.268628,76.918965,https://hh.ru/employer/2150369,"Менеджер по продажам, менеджер по работе с клиентами"
109775140,Повар горячего/холодного цеха,180000,210000,KZT,Алматы,Алматы,,,https://hh.ru/employer/5900308,"Повар, пекарь, кондитер"
108110790,Торговый представитель,200000,600000,KZT,Алматы,Алматы,43.354377,76.815506,https://hh.ru/employer/1632626,Торговый представитель
109773954,Руководитель отдела тестирования,,,,Алматы,Алматы,,,https://hh.ru/employer/1802072,Тестировщик
109773753,Head of Human Resources,,,,Алматы,Алматы,43.235961,76.881604,https://hh.ru/employer/3887903,Руководитель отдела персонала
106859875,Продакт Разработчик Growth React/Node.js Full stack (Удаленно),2500,3200,USD,Алматы,Алматы,,,https://hh.ru/employer/2870783,"Программист, разработчик"
109070373,Территориальный менеджер,,,,Алматы,Алматы,,,https://hh.ru/employer/53797,Руководитель отдела продаж
109772075,Повар горячего цеха,220000,240000,KZT,Алматы,Алматы,43.202449,76.89197,https://hh.ru/employer/1008663,"Повар, пекарь, кондитер"
106686324,Методолог/департамент кредитных рисков корпоративного бизнеса и МСБ,,,,Алматы,Алматы,,,https://hh.ru/employer/146547,Методолог
108191767,"Главный риск-менеджер, Департамент стратегических рисков",,,,Алматы,Алматы,,,https://hh.ru/employer/146547,Другое
109771971,Повар холодного цеха,220000,240000,KZT,Алматы,Алматы,43.202449,76.89197,https://hh.ru/employer/1008663,"Повар, пекарь, кондитер"
109771634,Senior sales manager / Ведущий менеджер по продажам,,,,Алматы,Алматы,,,https://hh.ru/employer/1802072,"Менеджер по продажам, менеджер по работе с клиентами"
109771363,Менеджер по продажам системной интеграции,,,,Алматы,Алматы,,,https://hh.ru/employer/1802072,"Менеджер по продажам, менеджер по работе с клиентами"
109770051,Преподаватель физкультуры,,,,Алматы,Алматы,43.21994,76.933634,https://hh.ru/employer/156347,Другое
109769756,Менеджер по продажам,250000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/10650672,"Менеджер по продажам, менеджер по работе с клиентами"
109647137,Менеджер по продажам,200000,1000000,KZT,Алматы,Алматы,43.24616,76.911051,https://hh.ru/employer/11356648,"Менеджер по продажам, менеджер по работе с клиентами"
109769015,Audit Senior / Старший аудитор,,,,Алматы,Алматы,,,https://hh.ru/employer/2177587,Финансовый менеджер
109768468,Руководитель отдела продаж,,,,Алматы,Алматы,43.231482,76.919369,https://hh.ru/employer/5194805,Руководитель отдела продаж
106775097,Продавец-консультант ТЦ Гранд Парк,,,,Алматы,Алматы,,,https://hh.ru/employer/1088870,"Продавец-консультант, продавец-кассир"
109767704,Licensing Manager at ELC Brands,,,,Алматы,Алматы,,,https://hh.ru/employer/11490029,PR-менеджер
109767517,Водитель автобуса,,,,Алматы,Алматы,43.21994,76.933634,https://hh.ru/employer/156347,Водитель
109765912,Сотрудник по доставке малогабаритных заказов,,725000,KZT,Алматы,Алматы,,,https://hh.ru/employer/9551760,"Упаковщик, комплектовщик"
108053661,Главный Специалист Департамента входящего перестрахования,,,,Алматы,Алматы,43.240381,76.905724,https://hh.ru/employer/143984,Другое
109765861,Ведущий Flutter-разработчик (Бишкек),,,,Алматы,Алматы,,,https://hh.ru/employer/1802072,"Программист, разработчик"
101320532,Ведущий специалист Управления по урегулированию убытков со знанием английского языка,500000,,KZT,Алматы,Алматы,43.240381,76.905724,https://hh.ru/employer/143984,Другое
109765654,Менеджер по продажам,400000,800000,KZT,Алматы,Алматы,,,https://hh.ru/employer/11229510,"Менеджер по продажам, менеджер по работе с клиентами"
103686273,Менеджер по персоналу,300000,450000,KZT,Алматы,Алматы,,,https://hh.ru/employer/9218827,Менеджер по персоналу
109765399,Мерчендайзер (кофе Jacobs),210000,280000,KZT,Алматы,Алматы,,,https://hh.ru/employer/25870,Мерчандайзер
109765098,Audit Assistant (A2) - Audit & Assurance Department - FSI,,,,Алматы,Алматы,,,https://hh.ru/employer/23565,Бухгалтер
109764907,Администратор ресепшена,170000,200000,KZT,Алматы,Алматы,43.336761,76.94869,https://hh.ru/employer/1759573,Администратор
109764595,Переводчик с корейского языка (со знанием строительной терминологии),500000,800000,KZT,Алматы,Алматы,43.230365,76.960799,https://hh.ru/employer/3624795,Переводчик
109764507,Бухгалтер по расчету заработной платы и ведению учета ОС,250000,280000,KZT,Алматы,Алматы,,,https://hh.ru/employer/9883780,Бухгалтер
109764412,Менеджер Отдела развития посткредитных сервисов кредитования,,,,Алматы,Алматы,,,https://hh.ru/employer/1245405,Кредитный специалист
109764348,"Супервайзер категории А (Ключевые клиенты, кофе Jacobs)",350000,530000,KZT,Алматы,Алматы,,,https://hh.ru/employer/25870,Супервайзер
108440265,Корпоративный секретарь,300000,,KZT,Алматы,Алматы,43.19119,76.882772,https://hh.ru/employer/25673,"Секретарь, помощник руководителя, ассистент"
108427101,Менеджер отдела постпродажной поддержки,300000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/886609,Координатор отдела продаж
109763553,Strong Middle Python разработчик,,,,Алматы,Алматы,,,https://hh.ru/employer/135313,"Программист, разработчик"
109763417,Senior Python разработчик,,,,Алматы,Алматы,,,https://hh.ru/employer/135313,"Программист, разработчик"
109763355,Главный менеджер Комплаенс контроля,,,,Алматы,Алматы,43.238772,76.943561,https://hh.ru/employer/135313,Комплаенс-менеджер
109763261,Главный аналитик Комплаенс контроля,,,,Алматы,Алматы,43.238772,76.943561,https://hh.ru/employer/135313,Комплаенс-менеджер
109763084,Ассистент отдела импорта,,,,Алматы,Алматы,,,https://hh.ru/employer/956823,Координатор отдела продаж
109762668,Юрист начального уровня,110000,130000,KZT,Алматы,Алматы,43.290438,76.840704,https://hh.ru/employer/11216789,Юрисконсульт
109527954,Грузчик Форум,,,,Алматы,Алматы,43.233781,76.935404,https://hh.ru/employer/25115,Грузчик
109762529,Менеджер по продажам,200000,1000000,KZT,Алматы,Алматы,,,https://hh.ru/employer/5645096,"Менеджер по продажам, менеджер по работе с клиентами"
109762397,SMM менеджер,150000,200000,KZT,Алматы,Алматы,43.225359,76.859784,https://hh.ru/employer/5331069,Другое
109762363,Бизнес-аналитик,,,,Алматы,Алматы,,,https://hh.ru/employer/111928,Бизнес-аналитик
109762286,Разработчик,,,,Алматы,Алматы,,,https://hh.ru/employer/111928,"Программист, разработчик"
109762040,Android-разработчик(Middle),,2000,USD,Алматы,Алматы,,,https://hh.ru/employer/12613,"Программист, разработчик"
109761956,Продавец консультант в магазин головных уборов в ТРЦ Mart,180000,250000,KZT,Алматы,Алматы,43.337076,76.955392,https://hh.ru/employer/9887842,"Продавец-консультант, продавец-кассир"
108499991,Электрик-сантехник,,200000,KZT,Алматы,Алматы,43.188607,77.000451,https://hh.ru/employer/1160345,Электромонтажник
109761798,Кассир,160000,200000,KZT,Алматы,Алматы,43.336053,76.977975,https://hh.ru/employer/156327,Кассир-операционист
109761561,Администратор клиники,200000,250000,KZT,Алматы,Алматы,43.247927,76.924993,https://hh.ru/employer/5160786,Администратор
109761508,Инструктор по боксу,,,,Алматы,Алматы,43.24808917110828,76.9368264576715,https://hh.ru/employer/792887,"Фитнес-тренер, инструктор тренажерного зала"
108677955,Технический консультант (отдел грузовых автомобилей JAC),,,,Алматы,Алматы,43.29612944611112,76.94957208465566,https://hh.ru/employer/2374853,Мастер-приемщик
109760183,Автоэлектрик,,,,Алматы,Алматы,43.248255,76.903729,https://hh.ru/employer/11107129,Электромонтажник
109760154,Менеджер по снабжению,,,,Алматы,Алматы,,,https://hh.ru/employer/556582,Менеджер по закупкам
109760098,Продавец консультант в магазин женской обуви,200000,300000,KZT,Алматы,Алматы,43.31528232445602,77.02306225239273,https://hh.ru/employer/9553846,"Продавец-консультант, продавец-кассир"
109760077,Продавец-консультант в оптику,100000,250000,KZT,Алматы,Алматы,,,https://hh.ru/employer/5359689,"Продавец-консультант, продавец-кассир"
109759759,"Продавец-кассир в магазин ""Детский Мир"" (Aport East)",200000,220000,KZT,Алматы,Алматы,,,https://hh.ru/employer/1486301,"Продавец-консультант, продавец-кассир"
108587115,Специалист по тендерам,400000,,KZT,Алматы,Алматы,43.273998,76.908814,https://hh.ru/employer/6143498,Специалист по тендерам
109759119,HR-специалист,300000,400000,KZT,Алматы,Алматы,43.208297,76.910781,https://hh.ru/employer/10334452,Специалист по подбору персонала
109758970,Стажер агент по загрузке воздушного судна в г. Алматы,,,,Алматы,Алматы,,,https://hh.ru/employer/31453,Другое
109758918,Заместитель директора Представительства,1000000,1500000,KZT,Алматы,Алматы,43.25494,76.863674,https://hh.ru/employer/2863902,Руководитель филиала
100799111,Маркетолог,,,,Алматы,Алматы,43.274575,76.946076,https://hh.ru/employer/668397,Аналитик
109758595,Врач УЗИ,,,,Алматы,Алматы,,,https://hh.ru/employer/4943061,Врач
109758193,Промоутер-консультант в Tele2/Altel,200000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/2978766,Промоутер
109758061,Бухгалтер,200000,300000,KZT,Алматы,Алматы,43.249181,76.947549,https://hh.ru/employer/11566600,Бухгалтер
109757880,Менеджер розничных и оптовых продаж,500000,2000000,KZT,Алматы,Алматы,,,https://hh.ru/employer/924418,"Продавец-консультант, продавец-кассир"
107840102,Ведущий менеджер по продажам,500000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/668397,"Менеджер по продажам, менеджер по работе с клиентами"
109757760,"Эксперт по проверке ТВ, B2B Fix",,,,Алматы,Алматы,,,https://hh.ru/employer/135317,Аудитор
109757683,Продакт-менеджер,,,,Алматы,Алматы,,,https://hh.ru/employer/636568,Менеджер продукта
109757659,Помощник HR-менеджера,250000,250000,KZT,Алматы,Алматы,,,https://hh.ru/employer/3628184,Специалист по подбору персонала
108424652,Медицинский представитель,,,,Алматы,Алматы,43.237163,76.945654,https://hh.ru/employer/4450,Медицинский представитель
109757593,Главный специалист Отдела актуарных расчетов и прогнозов,,,,Алматы,Алматы,43.23342863218471,76.95403899503626,https://hh.ru/employer/30844,Другое
109757501,Менеджер (стажер) по продаже недвижимости,500000,1200000,KZT,Алматы,Алматы,43.216635,76.83676,https://hh.ru/employer/10854204,"Менеджер по продажам, менеджер по работе с клиентами"
109757250,Главный менеджер Управление долгосрочных инвестиций Департамент управления капиталом Группы,,,,Алматы,Алматы,,,https://hh.ru/employer/23817,Аудитор
106187222,Продавец-кассир (Бакорда),,,,Алматы,Алматы,43.261486,76.851196,https://hh.ru/employer/956823,"Продавец-консультант, продавец-кассир"
109757069,Сотрудник для доставки (аптека и товары для дома),562000,690000,KZT,Алматы,Алматы,,,https://hh.ru/employer/9551760,Другое
109756979,Юрисконсульт,,,,Алматы,Алматы,43.222088,76.908598,https://hh.ru/employer/5986624,Юрисконсульт
109756781,Маркетолог,500000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/9654851,"Менеджер по маркетингу, интернет-маркетолог"
108173158,Менеджер склада ( ночное пополнение),,,,Алматы,Алматы,43.234339,76.781029,https://hh.ru/employer/2943789,Руководитель отдела логистики
109756112,Продажи в сети Instagram,250000,350000,KZT,Алматы,Алматы,43.252064,76.919414,https://hh.ru/employer/11063377,"SMM-менеджер, контент-менеджер"
108415845,Менеджер склада,,,,Алматы,Алматы,43.234339,76.781029,https://hh.ru/employer/2943789,Руководитель отдела логистики
109755812,Разработчик-интегратор CRM,150000,500000,KZT,Алматы,Алматы,43.2648841685202,76.94149565145004,https://hh.ru/employer/5821325,"Программист, разработчик"
109755592,Менеджер со знанием немецкого,300000,400000,KZT,Алматы,Алматы,43.182336,76.924274,https://hh.ru/employer/11434699,Другое
109755578,Заместитель главного бухгалтера,600000,700000,KZT,Алматы,Алматы,43.217443,76.929951,https://hh.ru/employer/1419796,Бухгалтер
109755485,Требуются охранники на склад пос.Жаугашты,120000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/3103909,Охранник
109755264,Официант,300000,450000,KZT,Алматы,Алматы,43.243862,76.89189,https://hh.ru/employer/5444604,"Официант, бармен, бариста"
109754911,Бухгалтер по дебиторской задолженности,400000,450000,KZT,Алматы,Алматы,43.217443,76.929951,https://hh.ru/employer/1419796,Бухгалтер
109754811,Продавец-консультант,250000,400000,KZT,Алматы,Алматы,,,https://hh.ru/employer/10544289,"Продавец-консультант, продавец-кассир"
109754403,Главный менеджер в Отдел сопровождения кредитных операций,,,,Алматы,Алматы,,,https://hh.ru/employer/146547,Кредитный специалист
109754345,Торговый представитель,800000,,RUR,Алматы,Алматы,,,https://hh.ru/employer/2084818,Торговый представитель
109754337,Менеджер по продажам,,,,Алматы,Алматы,,,https://hh.ru/employer/4060103,"Менеджер по продажам, менеджер по работе с клиентами"
109754126,Менеджер по регистрации лекарственных средств (Manager Regulatory Management),,,,Алматы,Алматы,,,,Другое
109754096,Специалист по поддержке продаж,250000,330000,KZT,Алматы,Алматы,43.26138,76.929224,https://hh.ru/employer/3079844,Координатор отдела продаж
109754083,Менеджер отдела бюджетного планирования и стратегии,,,,Алматы,Алматы,,,https://hh.ru/employer/49971,Финансовый менеджер
109754020,Сварщик,300000,350000,KZT,Алматы,Алматы,43.385729,76.998726,https://hh.ru/employer/4563682,Сварщик
109753803,"Контент-менеджер, Управление обучения",,,,Алматы,Алматы,,,https://hh.ru/employer/146547,"SMM-менеджер, контент-менеджер"
109753784,СММ маманы,250000,500000,KZT,Алматы,Алматы,43.251512,76.933751,https://hh.ru/employer/4694448,"SMM-менеджер, контент-менеджер"
109753719,Продавец-консультант,250000,450000,KZT,Алматы,Алматы,43.255058,76.912628,https://hh.ru/employer/10763202,"Продавец-консультант, продавец-кассир"
109753476,Мастер корпусной мебели,500000,2000000,KZT,Алматы,Алматы,,,https://hh.ru/employer/4607139,Другое
109753192,Продуктовый аналитик,,,,Алматы,Алматы,43.240296,76.939797,https://hh.ru/employer/25880,Продуктовый аналитик
109753138,Пеший курьер,,1340,USD,Алматы,Алматы,,,https://hh.ru/employer/9551760,Другое
109752966,Менеджер по продажам,150000,500000,KZT,Алматы,Алматы,43.239304,76.891674,https://hh.ru/employer/11463979,"Менеджер по продажам, менеджер по работе с клиентами"
109752937,Менеджер по логистике,,800000,KZT,Алматы,Алматы,43.219105,76.929358,https://hh.ru/employer/4596707,"Менеджер по логистике, менеджер по ВЭД"
109752888,Инженер сметного отдела,300000,,KZT,Алматы,Алматы,43.208928,76.912479,https://hh.ru/employer/10794030,"Инженер ПТО, инженер-сметчик"
109752819,Аналитик данных,350000,,KZT,Алматы,Алматы,43.208928,76.912479,https://hh.ru/employer/10794030,Аналитик
106689858,Главный бухгалтер,,,,Алматы,Алматы,,,https://hh.ru/employer/2678905,Бухгалтер
109752222,Помощник руководителя,200000,1000000,KZT,Алматы,Алматы,,,https://hh.ru/employer/3129297,"Секретарь, помощник руководителя, ассистент"
109752054,Маркетолог,500000,500000,KZT,Алматы,Алматы,43.282622,76.9494,https://hh.ru/employer/575490,"Менеджер по маркетингу, интернет-маркетолог"
109751948,Оператор на участок покраски,250000,300000,KZT,Алматы,Алматы,43.351755,76.976161,https://hh.ru/employer/575490,Оператор производственной линии
109751697,Врач УЗД (УЗИ),,,,Алматы,Алматы,43.25255,76.932134,https://hh.ru/employer/907974,Врач
109751692,Заместитель в школу в г.Атырау,,,,Алматы,Алматы,,,https://hh.ru/employer/10893023,"Учитель, преподаватель, педагог"
109751474,"Продавец-консультант POLARIS ТЦ ""Grand Park""",310000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/11400309,"Продавец-консультант, продавец-кассир"
109751033,Менеджер по работе с клиентами,,,,Алматы,Алматы,43.252346,76.93809,https://hh.ru/employer/2854299,"Менеджер по логистике, менеджер по ВЭД"
109750618,Менеджер по продажам,300000,700000,KZT,Алматы,Алматы,43.248813,76.869441,https://hh.ru/employer/1341563,"Менеджер по продажам, менеджер по работе с клиентами"
109750458,Креативный директор,,,,Алматы,Алматы,43.232046,76.944998,https://hh.ru/employer/9700103,Event-менеджер
109750435,IT-специалист,300000,300000,KZT,Алматы,Алматы,43.251125,76.930041,https://hh.ru/employer/10090425,Специалист технической поддержки
109750339,Директор представительства (фармацевтическая отрасль),,,,Алматы,Алматы,,,,"Генеральный директор, исполнительный директор (CEO)"
109750317,Менеджер по продажам металлопроката,350000,1000000,KZT,Алматы,Алматы,43.279058,76.90664,https://hh.ru/employer/4982552,"Менеджер по продажам, менеджер по работе с клиентами"
109750288,Инженер по планированию,,,,Алматы,Алматы,,,https://hh.ru/employer/2580594,Технолог
109750264,Специалист отдела кадрового администрирования,,,,Алматы,Алматы,43.250297,76.934281,https://hh.ru/employer/2728850,Специалист по кадрам
109750177,IT Project Manager / Менеджер IT- проектов,,,,Алматы,Алматы,,,https://hh.ru/employer/4920192,Руководитель проектов
109749975,Официант,350000,550000,KZT,Алматы,Алматы,43.261289,76.930823,https://hh.ru/employer/11342906,"Официант, бармен, бариста"
109749942,Менеджер торгового зала,450000,550000,KZT,Алматы,Алматы,43.283941,76.915183,https://hh.ru/employer/9856727,"Продавец-консультант, продавец-кассир"
109749841,Приобъектный инженер ПТО,350000,,KZT,Алматы,Алматы,,,https://hh.ru/employer/74407,"Инженер ПТО, инженер-сметчик"
109749618,Ведущий менеджер Отдела продаж платежных карточек,,,,Алматы,Алматы,,,https://hh.ru/employer/135313,Финансовый менеджер
109749464,Региональный менеджер,,,,Алматы,Алматы,43.29612944611112,76.94957208465566,https://hh.ru/employer/2374853,"Менеджер по продажам, менеджер по работе с клиентами"
109749216,Оператор call-центра в Tele2/Altel,200000,,KZT,Алматы,Алматы,43.252346,76.938117,https://hh.ru/employer/2978766,"Оператор call-центра, специалист контактного центра"
108001510,Менеджер по продажам,200000,2500000,KZT,Алматы,Алматы,43.238391,76.904664,https://hh.ru/employer/6146301,Агент по недвижимости
109748804,Водитель автопогрузчика/Карщик,250000,300000,KZT,Алматы,Алматы,43.282622,76.905652,https://hh.ru/employer/9369270,Машинист
109628583,Специалист Чат-поддержки Call-Center,,,,Алматы,Алматы,,,https://hh.ru/employer/123401,"Оператор call-центра, специалист контактного центра"
109748224,Менеджер (бухгалтер) по дебиторской/кредиторской задолженности в Департамент бухгалтерского учета,,,,Алматы,Алматы,43.238772,76.943561,https://hh.ru/employer/135313,Бухгалтер
109748180,Менеджер по продажам услуг,350000,400000,KZT,Алматы,Алматы,43.267926,76.93517,https://hh.ru/employer/5123969,"Менеджер по продажам, менеджер по работе с клиентами"
109748163,Вдохновитель на творчество в арт школу и студию,150000,500000,KZT,Алматы,Алматы,43.239298,76.891665,https://hh.ru/employer/5174588,"Менеджер по продажам, менеджер по работе с клиентами"
109748138,Начальник Отдела статистики и отчетности,525000,700000,KZT,Алматы,Алматы,43.209723,76.900747,https://hh.ru/employer/619137,Другое
109747786,Младший разработчик,,,,Алматы,Алматы,,,https://hh.ru/employer/23817,"Программист, разработчик"
109747563,Бариста,280000,350000,KZT,Алматы,Алматы,43.266271,76.928065,https://hh.ru/employer/10636075,"Официант, бармен, бариста"
109747429,Управляющий сетью продуктовых магазинов,350000,450000,KZT,Алматы,Алматы,,,https://hh.ru/employer/9502514,"Администратор магазина, администратор торгового зала"
109747220,Information security specialist / Главный специалист по Информационной Безопасности,600000,800000,KZT,Алматы,Алматы,43.225024,76.963378,https://hh.ru/employer/115671,Специалист по информационной безопасности
109747212,Водитель ричтрака (Штабелер),320000,,KZT,Алматы,Алматы,43.363698,76.912344,https://hh.ru/employer/1964937,Водитель
109747202,Бухгалтер по работе с поставщиками,350000,350000,KZT,Алматы,Алматы,43.33183,76.932458,https://hh.ru/employer/4054412,Бухгалтер
108278221,Event-менеджер,,,,Алматы,Алматы,,,https://hh.ru/employer/146547,Event-менеджер
109746358,Эксперт по HAZOP / HAZID,,,,Алматы,Алматы,,,https://hh.ru/employer/840390,"Инженер-конструктор, инженер-проектировщик"
105122047,Консультант call-центра,100000,200000,KZT,Алматы,Алматы,43.319015,76.958931,https://hh.ru/employer/135317,"Оператор call-центра, специалист контактного центра"
